company,tool_name,program_name,category,affiliate_url,status,joined_date,notes
Nexscope,Nexscope,Nexscope Affiliate Program,AI Commerce & Content,https://www.nexscope.ai/?fpr=261e13,Active,2026-09-23,Affiliate referral link added to SellerMap
